edad,ingreso,gasto,ahorros,compra
43,3476.01,2587.07,888.94,774.81
36,825.73,418.02,407.71,88.69
27,2811.93,2280.24,531.69,1083.01
45,1046.74,1007.77,38.97,490.86
33,1150.77,911.01,239.76,447.27
46,2622.65,1931.18,691.47,409.16
27,2078.9,1025.59,1053.31,279.02
26,324.57,200.0,124.57,62.98
36,784.28,474.32,309.96,225.92
37,2983.94,1969.42,1014.52,549.06
35,2819.6,1945.05,874.55,656.18
33,778.35,742.94,35.41,104.03
24,15735.39,10895.19,4840.2,3842.01
57,796.37,796.37,0.0,113.2
37,3689.67,2446.83,1242.84,1382.94
21,577.35,577.35,0.0,372.71
27,336.79,274.69,62.1,40.4
47,926.82,261.77,665.05,109.52
23,486.93,330.64,156.29,141.96
41,3165.23,2707.99,457.24,1173.75
53,591.72,359.57,232.15,132.83
40,399.25,380.93,18.32,127.27
44,4946.51,3880.1,1066.41,1568.78
18,5649.17,3612.18,2036.99,1155.6
40,10378.9,9084.98,1293.92,4054.47
26,272.21,200.0,72.21,0.0
32,784.69,784.69,0.0,355.91
64,2522.03,1607.21,914.82,499.78
27,660.02,538.61,121.41,260.58
31,1494.51,989.22,505.29,317.45
33,1280.16,683.67,596.49,347.8
18,2101.86,953.41,1148.45,251.82
18,3318.57,3101.84,216.73,1645.95
51,1345.23,1345.23,0.0,335.2
53,2526.46,1953.82,572.64,980.68
32,14647.4,10456.23,4191.17,2732.92
27,1083.12,664.61,418.51,310.45
37,2459.17,1515.98,943.19,685.54
33,492.63,492.63,0.0,127.78
18,2648.46,2045.79,602.67,924.81
32,4145.73,3946.35,199.38,1265.51
46,1287.83,1287.83,0.0,453.49
34,552.62,360.33,192.29,99.34
37,1946.22,1367.64,578.58,411.79
44,639.25,434.47,204.78,217.68
36,395.88,342.73,53.15,65.27
26,2180.2,1975.74,204.46,639.93
28,255.4,200.0,55.4,108.74
41,801.94,799.74,2.2,363.69
20,3279.33,2329.75,949.58,1011.37
38,4485.61,2312.12,2173.49,1356.52
25,3554.73,2591.73,963.0,1054.41
18,899.21,713.08,186.13,349.06
46,1191.86,1105.39,86.47,529.62
35,992.93,409.71,583.22,179.01
52,1637.37,1637.37,0.0,873.5
48,3836.51,2185.29,1651.22,1119.26
41,691.28,519.46,171.82,289.36
52,1263.67,1060.99,202.68,464.4
18,813.97,813.97,0.0,263.38
50,1841.45,1123.39,718.06,269.57
50,670.23,581.52,88.71,217.8
36,2550.25,1872.73,677.52,542.73
32,673.83,673.83,0.0,201.46
37,507.88,507.88,0.0,161.29
40,827.76,594.12,233.64,252.21
53,657.32,657.32,0.0,194.72
18,3355.57,1806.36,1549.21,579.61
44,1510.28,503.05,1007.23,177.48
18,1429.23,1229.5,199.73,658.5
18,4049.52,3619.77,429.75,1903.53
37,2990.1,2546.91,443.19,638.17
52,1719.53,1397.12,322.41,551.54
18,3295.72,2609.04,686.68,1421.1
51,944.49,697.43,247.06,254.26
18,1421.72,452.81,968.91,0.0
44,523.52,523.52,0.0,307.05
39,2214.5,1623.37,591.13,896.51
51,2088.07,1567.28,520.79,451.16
25,489.18,200.0,289.18,98.04
18,857.5,456.78,400.72,311.96
32,2876.09,2217.81,658.28,1071.99
20,2094.92,2094.92,0.0,1182.89
46,2245.1,1660.05,585.05,490.26
28,1735.16,1519.65,215.51,911.73
31,1790.74,714.52,1076.22,281.85
24,2150.05,1807.0,343.05,538.43
35,664.53,661.69,2.84,193.86
18,1802.44,1602.04,200.4,542.67
42,1151.78,487.65,664.13,264.69
42,1295.1,1251.6,43.5,405.02
33,4737.1,3168.5,1568.6,782.09
43,2504.67,1673.6,831.07,927.97
43,2009.81,1126.52,883.29,230.93
31,818.6,431.09,387.51,260.61
33,10002.31,8119.79,1882.52,3256.6
57,234.26,234.26,0.0,41.1
47,906.35,550.6,355.75,233.05
29,3024.5,2751.48,273.02,1103.95
30,1753.76,1456.6,297.16,739.98
32,2292.3,1477.77,814.53,716.58
57,1724.18,1623.87,100.31,674.03
20,2843.42,2407.36,436.06,768.76
26,17515.14,12698.12,4817.02,5326.16
40,1820.06,1329.07,490.99,471.43
18,2721.68,2088.76,632.92,667.1
18,2007.6,2007.6,0.0,761.35
34,856.63,344.44,512.19,115.99
19,546.07,501.72,44.35,66.49
37,1356.27,1082.13,274.14,416.96
31,3937.82,2908.06,1029.76,1309.99
36,827.11,827.11,0.0,231.3
18,2423.59,2423.59,0.0,1508.12
34,281.09,281.09,0.0,38.44
18,581.08,200.0,381.08,38.96
35,6632.17,5109.5,1522.67,1596.63
44,1320.55,1160.29,160.26,259.45
62,942.53,942.53,0.0,567.96
65,6984.16,5139.63,1844.53,1629.4
18,476.23,476.23,0.0,284.3
18,708.58,200.0,508.58,124.35
32,1931.31,1931.31,0.0,571.55
36,6165.25,4371.64,1793.61,1895.42
31,3264.25,3264.25,0.0,1100.86
28,940.57,469.63,470.94,299.33
34,2903.09,2903.09,0.0,1172.83
48,2196.5,1561.98,634.52,723.08
35,1792.86,1603.95,188.91,744.56
34,721.5,721.5,0.0,167.4
51,5043.26,3141.76,1901.5,861.92
18,2114.38,1370.28,744.1,760.89
48,545.21,402.75,142.46,153.82
31,555.87,450.29,105.58,281.67
26,426.51,274.23,152.28,72.78
54,2382.6,1664.47,718.13,459.9
24,481.06,200.0,281.06,115.91
66,380.22,325.23,54.99,209.71
18,833.59,833.59,0.0,365.61
44,696.19,549.17,147.02,261.89
18,5107.07,3236.34,1870.73,1090.22
36,765.36,295.37,469.99,150.71
37,1024.02,719.77,304.25,236.96
59,609.62,212.04,397.58,196.72
18,719.62,591.77,127.85,215.41
43,1769.82,1769.82,0.0,914.98
27,329.26,200.0,129.26,0.0
40,1413.52,200.0,1213.52,149.63
36,1011.17,371.45,639.72,134.68
47,1097.51,840.91,256.6,371.53
33,1832.08,1441.47,390.61,422.11
38,246.58,246.58,0.0,110.66
18,616.82,616.82,0.0,107.07
18,1144.4,963.98,180.42,641.46
33,1632.69,1096.09,536.6,395.18
49,1932.2,1724.1,208.1,386.07
23,2144.14,1632.06,512.08,701.12
23,1164.42,1164.42,0.0,320.75
18,851.79,655.96,195.83,281.5
31,1399.84,1164.31,235.53,389.22
18,1407.92,1407.92,0.0,711.99
28,1497.84,819.04,678.8,344.49
26,4783.81,3128.78,1655.03,1739.96
33,17866.42,14727.0,3139.42,4522.45
42,3862.23,2358.77,1503.46,605.18
48,654.35,654.35,0.0,358.38
23,2267.83,1649.28,618.55,919.78
43,5637.45,4427.64,1209.81,2304.43
39,1151.7,553.68,598.02,161.78
39,759.43,528.27,231.16,221.33
40,7729.37,5879.14,1850.23,1347.92
34,1348.28,983.5,364.78,269.55
21,1668.84,1668.84,0.0,524.27
48,4010.96,3269.68,741.28,1490.74
39,382.57,382.57,0.0,108.44
28,820.79,820.79,0.0,237.51
18,609.25,303.44,305.81,174.33
25,3244.84,2630.52,614.32,1303.26
49,2824.35,1886.6,937.75,1025.27
26,784.65,344.21,440.44,155.91
50,291.72,200.0,91.72,38.78
45,1811.72,1502.63,309.09,501.95
50,4185.57,2503.62,1681.95,679.27
28,3571.15,2644.72,926.43,624.89
46,4237.9,3530.09,707.81,1023.21
43,2137.29,1294.82,842.47,593.03
35,1278.12,772.93,505.19,380.76
53,1836.82,1817.89,18.93,667.43
33,3097.76,2327.11,770.65,739.04
18,2562.68,2225.18,337.5,1000.23
32,7916.53,6001.62,1914.91,2991.91
38,828.57,786.8,41.77,308.21
40,6902.83,5835.45,1067.38,2183.49
37,1561.42,1463.82,97.6,851.58
18,5417.45,3490.1,1927.35,1887.6
18,462.7,200.0,262.7,19.49
29,395.26,395.26,0.0,255.96
33,656.76,444.71,212.05,196.54
58,1948.56,1315.24,633.32,405.81
31,2833.06,2060.6,772.46,1033.11
43,1189.98,1189.98,0.0,292.76
21,1339.5,1226.82,112.68,522.67
34,963.81,230.47,733.34,97.27
30,12148.72,9912.21,2236.51,4926.02
31,855.56,573.56,282.0,157.31
55,2444.71,1500.4,944.31,352.93
18,2102.6,1944.76,157.84,1153.47
35,1497.76,1003.13,494.63,376.63
34,1556.3,1436.23,120.07,799.07
40,4832.91,3967.29,865.62,1327.94
28,1236.92,655.18,581.74,99.27
57,4183.66,3965.42,218.24,1964.3
53,481.8,200.0,281.8,57.83
31,2343.61,2074.06,269.55,723.89
27,727.8,727.8,0.0,320.6
31,792.56,792.56,0.0,414.17
67,1116.4,1116.4,0.0,329.3
42,848.63,848.63,0.0,166.97
56,15700.56,13440.25,2260.31,7420.66
18,2883.87,2159.83,724.04,1178.69
18,5601.55,3963.93,1637.62,1585.99
26,591.74,591.74,0.0,294.06
18,1113.71,936.86,176.85,308.84
35,616.16,616.16,0.0,203.75
18,968.99,968.99,0.0,373.06
20,725.36,328.37,396.99,181.86
55,1781.39,1761.38,20.01,935.12
44,1237.26,858.8,378.46,275.9
32,1158.03,1158.03,0.0,718.96
50,2864.72,2250.54,614.18,865.57
37,2241.62,1802.53,439.09,759.42
46,1014.13,252.81,761.32,153.57
47,4027.16,2849.34,1177.82,1196.89
45,3695.47,3124.74,570.73,1210.87
31,9970.63,6104.23,3866.4,1330.24
45,527.11,486.68,40.43,210.82
38,1113.93,810.77,303.16,257.88
25,1808.96,1430.49,378.47,476.58
18,5562.18,3389.89,2172.29,1747.37
18,1082.31,240.99,841.32,128.74
34,769.01,769.01,0.0,223.31
50,903.56,200.0,703.56,47.46
37,227.27,227.27,0.0,131.6
26,3674.11,2795.06,879.05,726.92
39,757.76,757.76,0.0,121.95
67,6521.39,5236.05,1285.34,2202.02
26,3332.28,2304.79,1027.49,965.09
32,870.93,592.66,278.27,379.4
56,602.69,208.76,393.93,99.7
49,6891.37,6115.47,775.9,1276.24
32,4943.48,3128.11,1815.37,1287.66
28,1029.7,840.63,189.07,380.59
60,977.71,894.19,83.52,196.11
34,782.59,782.59,0.0,212.92
32,662.99,298.36,364.63,118.92
24,2721.36,1947.97,773.39,1041.99
49,1163.87,952.18,211.69,371.56
41,4682.1,2818.23,1863.87,1264.72
18,882.57,882.57,0.0,551.89
32,4319.96,2844.52,1475.44,635.29
38,1524.98,1389.21,135.77,491.67
42,530.83,348.84,181.99,169.04
42,632.86,632.86,0.0,404.87
29,998.8,651.45,347.35,354.86
75,421.73,200.0,221.73,0.0
23,5073.79,3508.94,1564.85,2001.69
24,7953.44,5996.75,1956.69,1394.96
39,550.25,200.0,350.25,131.72
18,733.63,733.63,0.0,328.25
28,900.76,291.08,609.68,88.2
26,837.17,310.62,526.55,159.06
21,1106.85,908.24,198.61,316.35
29,494.33,494.33,0.0,186.47
35,1612.5,1092.01,520.49,614.6
18,2455.66,1398.72,1056.94,638.43
18,1526.38,1124.71,401.67,349.45
40,1341.41,999.96,341.45,286.18
20,588.33,588.33,0.0,216.46
20,3164.38,2639.32,525.06,594.87
18,987.2,718.44,268.76,193.63
57,2041.33,1736.96,304.37,351.1
18,1497.86,1099.9,397.96,453.1
61,4970.98,3039.36,1931.62,1199.06
28,1403.51,658.84,744.67,208.57
24,541.88,535.94,5.94,264.17
41,1541.94,971.71,570.23,537.85
39,1854.59,1734.26,120.33,810.45
47,378.63,378.63,0.0,125.78
30,547.14,547.14,0.0,264.1
18,1452.0,994.98,457.02,225.96
46,1672.88,1565.29,107.59,928.06
55,833.84,815.9,17.94,266.49
32,2025.47,1458.02,567.45,684.88
36,399.91,200.0,199.91,6.53
37,991.66,316.96,674.7,15.9
37,2023.56,1611.19,412.37,837.87
31,509.05,200.0,309.05,110.32
28,3195.03,2150.47,1044.56,1151.18
25,4146.11,2463.87,1682.24,870.1
19,2076.36,1630.11,446.25,396.32
30,650.66,499.73,150.93,224.87
43,1125.19,322.01,803.18,162.43
24,1245.09,1245.09,0.0,313.0
18,1449.19,1449.19,0.0,736.59
18,570.37,570.37,0.0,231.83
60,1381.83,764.93,616.9,410.35
48,2197.4,1733.83,463.57,498.98
42,659.33,244.34,414.99,136.41
33,1329.16,942.09,387.07,340.01
40,294.03,200.0,94.03,88.58
37,1949.72,1919.92,29.8,701.92
50,958.12,958.12,0.0,371.35
37,2847.46,1601.04,1246.42,884.42
21,343.09,200.0,143.09,65.53
38,2364.09,1576.84,787.25,744.09
18,6829.48,5257.07,1572.41,2380.02
46,4382.75,3835.71,547.04,1811.38
36,2317.99,2317.99,0.0,783.1
35,3177.57,3177.57,0.0,1452.45
33,807.01,715.59,91.42,343.9
32,2494.41,2155.24,339.17,1297.39
46,273.47,200.0,73.47,91.21
39,5980.2,4320.68,1659.52,1488.48
30,3096.33,2004.5,1091.83,577.09
49,2082.36,1845.31,237.05,871.74
33,2257.64,1801.33,456.31,628.31
39,2688.06,1796.71,891.35,381.2
23,817.45,320.23,497.22,175.46
30,790.83,790.83,0.0,459.87
48,7346.24,6203.25,1142.99,3048.2
41,1717.11,1566.34,150.77,415.18
33,355.41,355.41,0.0,104.26
29,1579.35,1579.35,0.0,788.25
24,1816.39,988.41,827.98,478.64
40,9770.32,6404.11,3366.21,1937.33
37,1628.55,983.53,645.02,565.61
40,3201.6,2346.95,854.65,1027.91
27,1047.19,618.6,428.59,285.96
23,2567.85,1925.17,642.68,792.71
54,2839.02,2296.09,542.93,1038.34
45,734.14,435.52,298.62,199.11
52,2179.62,1994.44,185.18,963.29
35,5645.08,3551.49,2093.59,1524.82
31,2211.76,1480.0,731.76,519.38
25,16026.59,11437.14,4589.45,2267.11
19,3097.91,2104.68,993.23,1255.23
49,1858.21,1576.82,281.39,780.75
66,3110.0,2520.09,589.91,1430.81
18,2457.87,1072.89,1384.98,301.77
67,11656.51,8668.15,2988.36,3342.36
32,883.39,883.39,0.0,156.29
41,3192.97,2577.9,615.07,1509.59
25,5377.69,3084.73,2292.96,1054.93
26,3542.85,2570.11,972.74,1185.25
38,6316.58,4198.72,2117.86,1047.38
29,1117.84,764.3,353.54,385.15
41,1570.68,1570.68,0.0,381.24
34,2036.4,2036.4,0.0,865.35
48,2142.24,2142.24,0.0,961.84
21,1706.37,1652.94,53.43,962.73
54,3169.1,1944.28,1224.82,994.88
22,4715.58,2689.84,2025.74,513.07
56,417.84,350.5,67.34,187.72
44,2064.99,1547.12,517.87,585.54
39,865.1,738.4,126.7,522.83
35,547.64,547.64,0.0,196.32
18,174.71,174.71,0.0,91.61
50,1209.94,1209.94,0.0,401.74
21,1668.37,1623.61,44.76,717.47
43,4886.82,3149.01,1737.81,1323.83
38,1027.76,750.66,277.1,92.56
18,8009.03,6658.1,1350.93,3149.93
42,1529.35,417.69,1111.66,110.82
33,2018.38,2018.38,0.0,567.86
30,7288.91,4593.76,2695.15,1602.61
49,1773.66,1773.66,0.0,929.12
24,1724.8,1724.8,0.0,475.97
31,1964.6,749.6,1215.0,288.36
26,3021.98,1964.37,1057.61,1077.91
38,1426.02,1426.02,0.0,548.2
57,3478.58,2180.54,1298.04,1184.26
32,1331.17,402.39,928.78,97.0
24,3068.37,2951.98,116.39,1689.92
47,456.05,200.0,256.05,35.5
30,1969.5,1560.59,408.91,608.83
48,2449.96,1979.09,470.87,404.03
18,842.52,842.52,0.0,417.52
34,4376.48,3303.49,1072.99,1554.49
43,2236.47,1356.26,880.21,672.83
18,1076.51,827.92,248.59,560.03
63,1242.2,857.91,384.29,251.76
47,3469.71,2911.25,558.46,1007.98
18,3584.44,1996.2,1588.24,1034.54
23,2830.64,2268.51,562.13,782.21
18,2844.44,2311.7,532.74,711.55
28,1391.77,1391.77,0.0,807.23
37,3023.36,2603.32,420.04,1016.25
18,4060.71,2332.14,1728.57,1370.43
47,4071.97,2977.99,1093.98,948.92
30,1034.64,467.57,567.07,181.23
18,2247.16,1390.81,856.35,590.37
30,1666.0,1471.24,194.76,448.03
18,2252.83,1436.69,816.14,456.5
26,3167.39,1974.83,1192.56,875.64
25,1445.1,1274.24,170.86,425.02
18,912.14,358.47,553.67,141.44
18,716.31,699.27,17.04,203.34
18,1011.15,658.07,353.08,359.2
18,1014.17,298.14,716.03,0.0
18,1440.8,760.28,680.52,253.69
41,5196.24,4373.98,822.26,1902.72
30,842.92,254.88,588.04,142.89
72,354.32,200.0,154.32,90.36
28,5229.26,3154.23,2075.03,624.92
18,2433.44,1733.0,700.44,502.75
43,1459.25,1220.37,238.88,398.87
28,821.78,625.0,196.78,81.88
28,2875.66,2188.45,687.21,586.41
43,1351.97,1351.97,0.0,614.93
18,901.96,901.96,0.0,297.28
42,1104.17,358.5,745.67,117.9
39,1737.55,1113.1,624.45,608.19
41,5727.04,4112.42,1614.62,1884.63
56,593.05,282.76,310.29,115.94
18,1718.33,1623.89,94.44,751.68
18,2231.3,1270.03,961.27,458.23
54,1726.76,1390.63,336.13,671.23
29,2696.25,1525.73,1170.52,405.48
42,2026.83,1625.07,401.76,339.47
40,599.95,567.42,32.53,429.39
32,6136.7,3630.64,2506.06,841.31
47,2459.92,2091.59,368.33,1227.55
48,841.08,841.08,0.0,329.54
27,769.45,769.45,0.0,123.55
25,1626.72,1188.89,437.83,358.09
24,1654.01,1429.73,224.28,688.03
59,916.99,460.57,456.42,340.13
18,5732.44,4525.19,1207.25,2206.35
47,1012.91,496.69,516.22,73.85
51,3991.75,3244.98,746.77,1787.78
36,1189.03,1189.03,0.0,372.42
32,1442.18,717.54,724.64,184.72
62,4680.81,3971.11,709.7,1063.11
44,1414.84,958.52,456.32,472.57
18,641.0,200.0,441.0,75.8
36,415.99,200.0,215.99,14.8
29,1413.18,825.24,587.94,144.92
24,2848.99,2539.98,309.01,1464.91
32,470.96,200.0,270.96,80.18
22,2937.63,2481.38,456.25,932.0
18,3453.31,2380.37,1072.94,1084.56
38,6484.3,5209.69,1274.61,1067.71
52,1037.95,629.6,408.35,345.97
21,938.99,333.17,605.82,153.7
29,2296.36,1591.42,704.94,691.19
55,3342.38,2115.04,1227.34,504.0
30,830.89,580.29,250.6,112.03
27,873.49,760.28,113.21,223.88
27,3811.17,2770.81,1040.36,1485.42
35,1726.95,1364.25,362.7,547.45
22,1234.82,1234.82,0.0,664.8
57,479.58,200.0,279.58,71.41
40,1167.09,869.44,297.65,324.3
39,3815.32,2755.33,1059.99,1059.77
33,5273.24,3755.13,1518.11,1265.98
36,4100.1,3546.67,553.43,1710.86
48,4478.01,3509.82,968.19,1559.24
24,1012.34,1012.34,0.0,278.77
49,1804.65,1423.79,380.86,593.21
34,1169.69,1092.57,77.12,387.44
32,2987.82,2509.61,478.21,822.33
18,1410.62,1410.62,0.0,696.28
32,730.98,430.47,300.51,125.34
32,2300.5,1478.94,821.56,396.18
31,2083.23,1526.9,556.33,435.89
30,9196.18,6388.54,2807.64,1422.18
53,1366.85,564.63,802.22,174.15
18,1166.43,536.64,629.79,84.78
47,1333.54,932.85,400.69,273.0
21,401.79,401.79,0.0,215.71
18,1019.99,853.69,166.3,159.25
20,2458.09,1768.32,689.77,1082.56
75,1791.92,1791.92,0.0,694.18
28,1826.21,1544.3,281.91,608.05
24,2504.72,1245.56,1259.16,617.95
37,2049.98,1468.09,581.89,597.05
25,1927.51,1905.73,21.78,752.76
25,1350.04,593.92,756.12,238.36
40,1597.52,1186.2,411.32,261.86
18,4798.17,3387.82,1410.35,1350.43
25,618.33,200.0,418.33,8.81
21,584.68,351.32,233.36,26.17
45,5746.39,3808.97,1937.42,1813.47
29,933.03,409.57,523.46,124.01
33,464.45,464.45,0.0,222.71
48,1548.27,1186.63,361.64,349.62
29,914.67,593.35,321.32,189.87
18,623.4,200.0,423.4,65.63
62,697.66,586.68,110.98,124.56
30,268.35,200.0,68.35,13.05
35,575.94,575.94,0.0,255.97
45,697.53,200.0,497.53,21.7
52,1169.64,1169.64,0.0,562.89
19,691.17,494.45,196.72,41.83
18,330.13,200.0,130.13,0.0
23,25100.84,19787.31,5313.53,10539.44
39,4366.7,2750.91,1615.79,791.59
38,1592.05,1212.01,380.04,511.74
39,1001.91,822.23,179.68,298.71
39,778.19,371.04,407.15,66.5
29,1637.3,1328.26,309.04,210.45
65,2206.92,2020.16,186.76,532.73
24,2679.8,2501.94,177.86,1502.74
48,558.9,228.63,330.27,24.81
37,8349.91,7744.66,605.25,3342.24
26,1881.25,1394.71,486.54,543.65
18,2202.99,1787.27,415.72,1031.77
54,787.16,787.16,0.0,321.22
28,2539.35,2161.85,377.5,913.04
58,415.0,200.0,215.0,44.93
33,4282.08,2965.83,1316.25,1585.93
41,2126.81,1523.58,603.23,365.83
47,866.74,458.79,407.95,119.46
51,300.02,300.02,0.0,169.43
31,839.95,398.78,441.17,174.05
44,754.69,277.39,477.3,139.3
59,448.45,200.0,248.45,54.02
57,701.63,701.63,0.0,420.39
35,702.65,452.39,250.26,142.05
25,846.68,775.95,70.73,151.08
47,1524.66,1124.79,399.87,364.73
51,1795.78,1558.73,237.05,303.89
35,3363.79,2863.59,500.2,1466.09
36,1649.02,1142.79,506.23,535.7
33,2211.67,2198.3,13.37,1070.47
49,2782.82,2782.82,0.0,771.32
25,4112.79,3558.47,554.32,1136.69
18,1664.61,1570.57,94.04,889.03
27,3203.35,2007.79,1195.56,718.06
44,337.13,200.0,137.13,62.82
32,2075.82,1500.49,575.33,517.16
28,4585.96,2738.45,1847.51,750.22
18,1361.09,739.52,621.57,256.79
30,2983.37,2262.5,720.87,710.74
51,494.91,494.91,0.0,165.07
38,2484.18,1687.13,797.05,755.18
41,2929.05,1728.14,1200.91,439.58
45,1411.92,1411.92,0.0,338.13
63,1056.53,450.89,605.64,153.89
58,6874.79,5191.81,1682.98,2983.49
33,3294.59,2595.57,699.02,426.32
34,827.17,827.17,0.0,348.29
18,922.82,864.63,58.19,328.81
18,2431.91,1648.73,783.18,563.69
44,750.82,329.01,421.81,143.31
34,615.96,615.96,0.0,154.46
45,4783.93,3654.16,1129.77,810.82
71,3599.68,3023.13,576.55,1095.56
32,11489.07,7335.86,4153.21,2565.44
60,7658.36,6143.26,1515.1,1739.79
32,1146.48,779.25,367.23,387.24
44,1103.04,235.23,867.81,0.0
25,2273.99,1285.8,988.19,750.43
40,533.92,533.92,0.0,137.06
53,1459.58,1459.58,0.0,767.03
31,2558.44,2495.29,63.15,729.82
64,1182.54,1020.18,162.36,417.19
65,3995.58,2571.4,1424.18,1579.09
54,3630.25,2248.58,1381.67,790.24
18,3075.55,2229.21,846.34,1146.35
36,5255.08,3104.14,2150.94,1461.31
34,761.13,743.84,17.29,369.74
43,1125.81,278.78,847.03,114.47
54,1498.99,1498.99,0.0,669.5
29,1594.46,1413.12,181.34,406.08
41,1129.81,1041.01,88.8,454.23
36,2196.67,1246.07,950.6,431.61
23,1702.52,1542.09,160.43,813.25
50,1586.26,1366.24,220.02,297.73
55,1750.4,1272.85,477.55,431.72
18,2826.23,2271.45,554.78,1175.69
24,5306.95,4140.53,1166.42,1600.64
37,2779.77,1934.85,844.92,698.18
18,1067.03,1015.53,51.5,289.77
39,988.72,715.69,273.03,281.04
19,6927.2,4966.42,1960.78,1543.41
52,1560.23,978.58,581.65,419.01
18,1303.18,1271.11,32.07,576.77
25,2263.3,1691.59,571.71,419.35
46,2267.27,2139.18,128.09,1113.82
45,347.66,200.0,147.66,196.21
67,385.64,200.0,185.64,43.42
28,14965.35,8841.58,6123.77,4389.77
27,1581.81,1253.68,328.13,568.3
44,2457.56,2168.03,289.53,636.75
37,680.88,286.88,394.0,63.63
26,1259.95,599.87,660.08,340.66
49,1573.66,1200.32,373.34,760.65
18,245.48,200.0,45.48,92.96
33,386.86,200.0,186.86,122.12
43,1403.83,872.36,531.47,460.71
43,2133.64,1609.9,523.74,511.06
31,1678.95,1147.89,531.06,661.45
26,786.67,786.67,0.0,264.88
39,669.81,200.0,469.81,104.41
38,813.46,437.28,376.18,185.0
19,2149.37,1107.22,1042.15,359.45
18,450.49,450.49,0.0,163.02
18,180.16,180.16,0.0,75.32
24,1172.52,971.2,201.32,438.5
47,488.42,488.42,0.0,125.21
26,1180.71,1011.57,169.14,558.69
42,548.34,200.0,348.34,0.31
47,2870.6,2273.32,597.28,1119.94
37,1014.54,402.98,611.56,131.97
28,2046.55,1638.17,408.38,663.63
41,1312.49,431.67,880.82,35.82
22,853.45,853.45,0.0,132.1
45,4043.63,3772.28,271.35,2114.96
44,559.91,200.0,359.91,156.98
45,817.18,817.18,0.0,340.41
55,1603.76,1596.92,6.84,598.44
48,4114.58,2684.91,1429.67,721.48
42,950.12,950.12,0.0,242.09
31,736.82,736.82,0.0,253.22
32,1572.5,951.23,621.27,283.32
54,4710.57,3566.03,1144.54,1021.73
44,1826.85,1379.21,447.64,730.59
54,1607.1,1096.83,510.27,515.54
47,978.64,263.22,715.42,135.38
31,1830.39,1608.23,222.16,607.48
53,701.98,701.98,0.0,313.19
18,1138.31,803.27,335.04,277.56
18,2011.84,1693.89,317.95,451.84
18,3938.05,3053.36,884.69,1001.54
18,1667.2,1526.7,140.5,942.01
39,390.49,212.88,177.61,138.34
38,1227.26,1227.26,0.0,275.89
21,992.66,655.02,337.64,183.71
44,548.28,548.28,0.0,309.83
18,2796.19,2122.21,673.98,665.63
18,2643.06,2218.2,424.86,1062.42
49,2896.76,1961.36,935.4,628.36
45,1621.19,1344.81,276.38,665.95
53,1270.23,1183.65,86.58,213.75
31,3407.19,2884.97,522.22,934.5
32,1045.31,659.25,386.06,216.42
18,1438.34,1240.62,197.72,637.8
18,1394.33,1394.33,0.0,637.08
25,1286.03,1111.3,174.73,544.95
54,2980.46,1816.18,1164.28,1026.4
70,2927.62,2458.53,469.09,723.48
39,6638.03,5191.96,1446.07,2325.31
27,1434.2,930.71,503.49,228.01
34,1898.8,1773.0,125.8,762.15
18,1092.57,1019.44,73.13,448.53
51,3160.47,1983.26,1177.21,561.73
34,12006.27,9639.69,2366.58,4636.93
22,2761.0,2027.88,733.12,631.67
31,1763.18,748.18,1015.0,221.62
29,1210.29,443.89,766.4,202.28
39,1064.22,687.77,376.45,281.87
24,872.41,442.07,430.34,177.6
46,10156.26,7119.11,3037.15,1657.42
31,6631.35,5083.56,1547.79,1976.63
36,5543.08,3831.62,1711.46,961.8
49,2899.19,1857.55,1041.64,531.15
18,11569.3,7313.87,4255.43,2656.66
31,865.53,865.53,0.0,446.77
18,2726.03,1867.93,858.1,585.85
29,4630.86,4286.05,344.81,1777.69
39,6121.22,4505.04,1616.18,1640.78
50,1412.41,1152.88,259.53,323.22
22,788.98,308.29,480.69,138.95
18,571.4,200.0,371.4,133.4
18,1218.0,1095.79,122.21,445.09
21,5368.54,3800.67,1567.87,1718.16
24,2146.6,1796.09,350.51,445.68
18,911.76,688.48,223.28,450.73
40,5443.37,2935.83,2507.54,763.46
26,2346.6,1369.19,977.41,731.05
35,984.59,984.59,0.0,555.24
42,4105.11,3622.71,482.4,1340.59
40,494.23,494.23,0.0,133.86
47,1076.68,1076.68,0.0,397.73
56,4036.94,3377.22,659.72,1907.17
41,499.55,238.6,260.95,25.51
28,1342.61,554.05,788.56,244.3
38,1105.71,1105.71,0.0,632.78
18,925.3,889.57,35.73,429.45
48,1013.05,824.51,188.54,250.76
52,495.91,495.91,0.0,353.76
30,1104.58,931.41,173.17,443.24
23,3048.12,2196.55,851.57,609.23
35,1301.32,384.51,916.81,233.72
33,992.79,992.79,0.0,232.72
42,351.71,200.0,151.71,135.9
30,2850.21,2134.27,715.94,1054.18
43,1695.41,926.04,769.37,317.87
53,1273.51,921.55,351.96,469.81
59,662.39,414.83,247.56,122.07
45,1537.14,1507.92,29.22,617.09
31,990.44,990.44,0.0,522.58
18,641.72,641.72,0.0,260.1
18,1672.51,1061.96,610.55,532.71
18,754.92,731.33,23.59,305.65
43,976.62,939.64,36.98,481.46
59,2660.68,2193.82,466.86,574.16
52,2714.8,2122.85,591.95,617.06
29,910.17,473.55,436.62,345.35
35,1044.37,1044.37,0.0,500.07
31,920.32,920.32,0.0,103.38
23,2328.28,2145.89,182.39,1285.7
