edad,promedio_notas,horas_estudio_semana,participacion_actividades,asistencia_clases
19,2.19,13,Alta,70.21
23,3.27,11,Media,70.92
18,2.34,6,Alta,96.46
18,2.29,19,Alta,86.93
19,3.55,23,Media,87.95
19,2.98,38,Media,83.23
24,3.58,34,Alta,100.0
19,3.62,12,Baja,80.19
22,2.42,24,Media,81.46
20,2.38,35,Alta,71.96
29,0.9,30,Media,72.95
25,3.16,24,Alta,92.99
27,3.17,37,Media,86.2
22,4.35,9,Media,89.59
26,3.4,15,Baja,68.09
21,3.8,21,Baja,88.05
20,3.03,27,Media,74.56
20,2.19,12,Baja,92.39
22,2.51,16,Media,84.45
26,3.67,37,Baja,82.41
20,2.24,33,Baja,85.52
23,2.47,34,Alta,71.84
25,4.53,30,Alta,90.11
24,4.19,36,Media,78.13
29,2.68,16,Media,84.36
25,3.16,16,Media,81.73
18,2.67,38,Media,80.6
24,2.3,17,Media,100.0
19,3.3,26,Media,85.36
22,3.43,16,Alta,62.11
18,3.67,38,Media,79.32
29,2.64,22,Media,91.83
29,1.84,36,Baja,75.17
27,3.8,17,Baja,85.91
24,1.24,22,Media,81.46
23,3.85,37,Alta,99.76
24,2.47,12,Baja,91.9
27,2.63,7,Media,94.56
25,2.91,23,Alta,93.86
22,2.09,30,Alta,100.0
29,2.49,22,Alta,86.39
27,3.89,38,Baja,88.39
21,3.68,26,Media,84.17
22,2.76,37,Media,84.74
27,3.55,20,Baja,66.86
28,3.14,29,Baja,81.86
22,1.83,33,Alta,96.08
22,3.43,26,Baja,86.81
23,0.91,5,Media,100.0
27,3.27,5,Baja,100.0
29,2.61,21,Alta,85.05
25,2.52,24,Alta,93.17
21,2.28,14,Baja,99.99
22,2.79,25,Alta,89.86
18,2.99,31,Alta,84.99
24,2.0,14,Baja,75.71
22,2.96,32,Baja,65.82
27,3.4,21,Alta,97.1
27,3.47,17,Media,77.26
29,2.85,31,Baja,100.0
20,3.84,28,Media,100.0
22,2.19,32,Alta,79.43
28,3.38,13,Alta,99.71
21,2.78,21,Media,100.0
27,3.8,6,Media,80.79
29,3.08,25,Baja,67.03
28,3.64,13,Baja,83.5
23,4.11,24,Media,93.36
27,3.4,11,Baja,91.27
24,2.34,18,Media,100.0
29,4.15,12,Media,74.24
29,3.24,37,Media,86.27
28,2.32,16,Alta,89.9
25,4.37,39,Baja,100.0
19,4.96,30,Media,72.96
29,3.84,11,Alta,80.98
19,3.25,13,Baja,81.05
24,2.07,32,Baja,80.58
20,2.39,18,Alta,100.0
20,3.72,17,Media,95.6
25,2.2,36,Baja,84.05
27,2.8,34,Alta,66.03
25,2.18,5,Alta,70.53
27,4.59,10,Baja,78.15
19,3.65,16,Media,90.98
18,3.22,36,Baja,87.03
29,2.72,16,Media,100.0
22,2.04,17,Alta,80.05
18,1.97,29,Alta,71.56
27,1.73,23,Alta,70.84
19,2.54,34,Baja,82.88
20,3.69,12,Alta,86.7
24,2.14,28,Baja,82.18
29,3.17,39,Baja,66.54
27,1.72,12,Media,75.71
19,4.67,13,Alta,75.47
28,3.29,21,Media,87.68
23,3.72,21,Media,88.29
19,2.79,34,Alta,88.23
18,3.31,29,Alta,73.16
19,3.45,25,Alta,94.14
27,3.96,31,Alta,78.26
26,3.53,11,Media,89.61
27,1.88,17,Alta,73.12
26,2.79,24,Media,91.47
25,3.55,5,Media,89.71
29,2.91,30,Alta,81.23
25,2.9,20,Media,81.47
28,2.29,20,Baja,87.46
26,1.37,16,Alta,77.8
23,4.18,19,Media,86.79
25,2.97,25,Baja,81.27
29,2.72,25,Alta,83.12
22,4.88,33,Alta,86.08
20,1.51,26,Alta,85.4
18,3.98,9,Media,71.23
29,2.24,19,Media,100.0
28,1.75,21,Baja,81.45
22,2.99,5,Media,85.84
23,4.11,35,Alta,77.24
26,3.72,16,Alta,81.58
29,3.79,20,Media,84.26
18,3.97,12,Media,90.74
19,3.28,14,Media,87.05
28,2.47,25,Alta,91.16
20,1.99,33,Alta,80.26
28,3.35,13,Baja,94.22
18,1.29,34,Baja,88.09
20,2.41,18,Baja,86.68
20,3.17,15,Baja,78.01
29,1.98,26,Media,91.43
21,4.7,23,Media,96.22
25,2.81,11,Alta,84.7
24,2.11,34,Media,70.28
22,4.07,21,Alta,100.0
19,3.15,39,Baja,79.04
26,4.5,8,Media,95.27
19,3.37,30,Alta,96.37
27,2.79,28,Media,94.3
22,3.15,6,Media,95.02
21,3.19,39,Baja,84.71
28,1.8,14,Alta,78.48
29,3.62,7,Alta,93.04
18,2.43,16,Media,92.8
18,3.51,19,Media,86.97
21,2.98,6,Alta,51.62
28,3.96,38,Alta,70.8
25,3.01,28,Media,81.97
22,2.82,35,Media,99.14
28,3.22,28,Alta,75.92
28,3.8,31,Alta,78.63
26,1.64,34,Baja,87.18
25,2.89,17,Baja,96.99
27,2.44,33,Media,83.84
25,3.46,19,Media,80.78
23,3.25,25,Media,81.43
18,3.04,34,Alta,83.68
19,2.78,17,Alta,73.0
26,0.82,33,Alta,89.6
22,2.05,34,Alta,80.55
21,3.54,39,Alta,86.65
21,3.37,16,Baja,79.77
20,2.37,8,Alta,97.64
18,3.07,18,Baja,83.41
23,3.96,5,Baja,71.94
22,3.55,6,Baja,78.76
26,2.26,29,Alta,87.42
23,3.94,25,Media,84.0
26,3.96,22,Media,79.82
26,5.0,26,Alta,99.15
28,3.02,35,Alta,88.07
19,2.87,5,Baja,82.21
26,3.23,33,Media,82.07
20,2.22,6,Media,60.58
21,2.64,15,Alta,85.33
28,3.58,15,Media,100.0
26,3.17,13,Alta,75.94
19,2.94,25,Media,91.6
27,5.0,11,Media,62.71
22,4.11,14,Alta,88.38
23,1.87,29,Baja,68.98
18,2.5,5,Media,97.35
23,3.46,8,Alta,87.49
26,2.11,28,Media,90.79
27,3.33,22,Media,93.98
27,3.05,15,Alta,74.71
19,3.12,36,Alta,93.05
27,3.16,5,Baja,82.06
22,2.61,25,Baja,76.99
27,1.53,28,Baja,75.74
22,2.94,9,Baja,86.76
27,3.74,13,Alta,100.0
27,3.48,23,Media,68.63
22,2.62,22,Baja,91.51
20,3.73,18,Baja,79.28
26,3.46,25,Baja,95.87
19,3.72,16,Baja,82.93
24,3.07,29,Baja,74.71
18,1.54,27,Alta,88.73
26,3.04,14,Alta,76.37
20,2.27,10,Media,83.1
23,3.52,16,Alta,84.79
27,2.65,35,Baja,80.52
21,3.4,26,Media,83.85
27,4.26,13,Media,78.07
25,3.67,33,Media,92.63
22,1.28,15,Media,75.01
26,1.69,9,Media,92.39
20,3.59,30,Media,82.38
21,2.05,22,Media,89.1
24,2.79,22,Alta,93.36
18,3.2,37,Baja,96.25
18,3.03,20,Baja,73.08
18,2.09,31,Media,83.28
28,2.81,38,Alta,71.25
27,3.65,26,Baja,72.05
28,1.7,38,Baja,77.47
28,2.15,9,Baja,90.03
19,3.6,6,Alta,83.85
23,3.95,19,Baja,86.55
25,3.74,32,Alta,83.19
19,4.42,37,Alta,75.4
19,3.62,29,Alta,100.0
25,0.65,23,Alta,75.85
18,3.31,24,Media,78.95
27,3.13,5,Alta,74.24
21,2.51,25,Baja,100.0
26,3.24,20,Alta,85.13
27,2.64,19,Media,100.0
19,2.13,35,Baja,92.15
28,3.79,7,Baja,72.21
25,2.52,29,Alta,100.0
25,3.08,19,Media,93.21
21,3.04,7,Media,99.2
21,1.26,36,Alta,80.29
20,3.56,34,Baja,82.63
19,2.81,24,Alta,96.33
19,4.05,29,Media,77.78
23,2.58,17,Alta,70.0
27,2.84,25,Baja,88.91
22,2.57,11,Media,100.0
23,1.67,30,Baja,82.52
18,1.8,14,Alta,93.21
20,2.71,37,Media,79.17
26,2.16,35,Media,78.34
26,2.65,10,Alta,100.0
29,3.71,16,Media,81.5
25,2.13,18,Media,81.15
26,3.34,20,Baja,83.84
23,2.35,13,Baja,80.22
21,1.4,13,Alta,77.32
21,3.97,28,Alta,75.94
20,3.23,38,Media,96.54
18,3.06,10,Media,62.39
20,3.16,33,Baja,87.37
18,4.04,7,Media,93.04
27,1.97,8,Alta,81.72
28,1.63,33,Baja,83.53
21,2.62,25,Alta,84.73
27,4.25,22,Baja,81.98
29,3.35,8,Alta,89.94
27,1.09,21,Media,95.13
18,3.26,9,Baja,81.0
27,3.86,37,Baja,86.09
18,4.97,32,Alta,81.74
19,2.63,29,Baja,95.56
18,2.27,27,Baja,92.59
27,4.17,10,Alta,84.15
24,3.13,11,Media,77.41
19,3.71,38,Baja,95.74
20,2.14,9,Baja,93.93
22,1.61,10,Baja,85.0
27,3.63,9,Media,91.22
21,3.09,18,Media,79.02
22,2.0,37,Media,95.98
28,3.06,17,Media,86.17
23,3.11,31,Baja,80.81
25,3.26,19,Media,82.8
29,2.92,24,Alta,79.63
25,2.62,7,Baja,92.98
20,3.05,36,Baja,86.51
23,2.79,32,Alta,76.11
23,3.32,26,Alta,84.74
20,4.03,26,Media,70.61
22,3.27,7,Media,92.38
29,4.74,23,Baja,77.17
19,3.47,29,Media,93.61
26,2.48,22,Media,89.48
20,2.04,21,Alta,81.2
26,3.58,35,Media,100.0
23,2.87,34,Alta,90.78
18,2.08,30,Baja,76.31
27,3.72,37,Alta,100.0
24,3.42,9,Baja,74.83
24,2.42,18,Baja,88.46
24,2.7,26,Media,87.74
22,2.72,6,Alta,74.24
26,2.75,17,Baja,83.15
24,1.7,23,Alta,95.0
28,2.58,14,Media,99.67
29,3.8,11,Media,80.76
27,3.39,29,Alta,84.34
21,3.61,11,Media,79.72
24,2.38,25,Alta,89.79
28,2.69,35,Baja,75.15
18,2.21,31,Baja,95.33
21,2.5,32,Alta,99.48
21,0.85,39,Baja,86.84
20,3.25,9,Media,70.01
29,2.76,28,Alta,83.63
27,3.79,26,Media,56.36
29,3.54,19,Alta,88.63
26,3.24,38,Media,76.19
27,3.95,26,Baja,88.59
25,3.56,36,Alta,76.92
22,2.99,39,Alta,69.83
29,3.12,25,Media,95.63
18,2.2,19,Alta,100.0
21,2.74,31,Alta,71.82
28,4.77,33,Baja,60.01
23,2.38,16,Media,100.0
26,4.51,21,Baja,82.06
25,2.05,6,Baja,85.02
20,2.62,8,Alta,82.83
26,2.18,13,Baja,76.36
28,3.08,7,Media,78.84
29,2.64,39,Alta,73.4
29,2.93,15,Alta,82.3
18,3.13,20,Alta,64.92
27,3.21,38,Baja,74.22
18,1.03,20,Baja,86.22
24,2.69,27,Media,99.22
29,3.09,15,Alta,95.69
18,4.75,30,Media,83.0
19,3.79,22,Alta,91.57
27,2.89,22,Baja,59.26
25,2.82,20,Baja,90.12
21,2.15,38,Media,86.26
25,2.85,24,Media,74.41
20,1.27,8,Alta,79.9
27,4.79,22,Baja,88.73
20,2.29,26,Media,78.6
25,2.08,9,Baja,82.53
21,3.66,28,Media,86.43
21,3.32,16,Media,84.89
18,2.46,14,Alta,75.75
21,2.87,8,Media,97.34
25,3.0,18,Baja,99.09
24,3.5,5,Alta,100.0
27,4.53,8,Baja,85.63
19,2.48,30,Baja,72.15
22,3.55,35,Media,85.34
22,2.82,29,Media,74.78
26,3.15,21,Alta,76.43
29,3.01,10,Baja,100.0
23,3.11,24,Alta,86.41
23,2.33,27,Baja,65.18
21,2.88,36,Media,87.43
18,4.52,29,Media,85.7
27,2.88,35,Baja,80.04
18,3.71,31,Baja,100.0
26,3.3,31,Media,77.85
25,1.92,27,Alta,80.22
21,3.8,34,Alta,81.24
24,3.64,33,Media,86.52
20,1.91,13,Alta,100.0
22,3.84,29,Alta,100.0
28,3.09,34,Baja,87.54
20,2.54,36,Media,89.01
21,2.35,31,Media,97.21
21,2.01,5,Baja,82.83
28,3.69,9,Baja,94.58
24,3.4,22,Media,90.36
18,3.57,15,Media,86.44
18,3.62,19,Media,93.46
27,2.31,12,Baja,62.51
26,2.7,27,Alta,79.02
21,3.94,6,Alta,77.23
24,2.9,37,Media,80.28
25,1.11,28,Baja,87.93
27,3.13,32,Media,87.77
25,1.85,37,Media,88.4
20,3.03,16,Media,91.53
19,4.26,23,Baja,62.52
19,2.7,25,Media,89.04
19,2.97,29,Alta,81.59
24,4.68,10,Media,85.54
28,1.97,36,Alta,87.16
19,1.92,22,Media,78.81
27,3.61,28,Alta,75.18
26,3.82,25,Alta,82.07
27,1.01,11,Baja,78.89
29,3.59,38,Media,94.48
20,4.12,26,Baja,85.77
18,3.91,13,Alta,83.33
19,2.94,29,Media,75.29
23,2.21,7,Alta,91.01
22,2.74,24,Baja,78.34
23,2.58,14,Media,91.27
29,2.25,32,Baja,98.93
25,2.9,17,Baja,71.09
28,4.66,13,Media,89.9
22,4.25,16,Baja,96.9
24,2.23,26,Media,78.72
25,2.65,26,Alta,78.92
25,2.01,21,Media,87.93
23,2.55,24,Alta,82.6
20,1.19,7,Baja,73.53
19,3.07,19,Alta,84.65
25,4.23,33,Media,88.3
29,2.88,26,Media,79.56
25,2.63,16,Media,77.95
19,2.95,13,Media,71.67
20,3.23,15,Media,90.13
18,4.02,17,Alta,89.13
24,1.79,5,Baja,99.64
26,3.06,32,Media,61.31
22,4.05,16,Baja,83.08
19,3.32,31,Media,85.01
19,2.72,8,Alta,96.87
25,3.26,39,Media,75.84
20,2.56,6,Alta,85.11
19,1.75,34,Media,78.47
26,3.19,7,Media,79.24
28,3.7,30,Alta,100.0
28,1.76,35,Alta,90.73
29,3.0,25,Media,84.6
28,3.33,25,Alta,79.03
21,3.13,12,Alta,66.8
20,3.01,14,Alta,60.28
22,2.52,16,Alta,73.61
27,2.02,39,Baja,76.72
26,2.61,36,Media,76.74
29,4.49,11,Media,83.99
22,3.15,8,Baja,100.0
28,3.94,28,Media,77.92
26,3.43,18,Media,82.73
29,3.75,7,Baja,70.98
29,2.59,9,Baja,76.07
20,1.93,15,Alta,92.42
24,3.03,27,Baja,79.39
21,3.34,5,Baja,90.17
25,3.95,11,Alta,95.34
29,2.69,32,Media,80.67
21,4.39,15,Baja,87.87
27,2.97,35,Baja,85.78
23,3.85,39,Media,96.36
19,2.76,30,Baja,81.44
18,4.39,14,Baja,92.52
26,2.03,6,Media,93.9
28,3.59,34,Baja,82.24
21,2.52,8,Alta,100.0
26,4.36,8,Alta,78.71
21,2.91,33,Media,94.99
29,2.86,15,Alta,81.96
24,2.89,39,Media,58.65
18,3.71,19,Baja,90.98
24,3.1,33,Baja,84.5
23,2.85,35,Baja,82.51
28,2.47,33,Baja,87.93
19,2.91,13,Media,86.45
18,2.27,6,Media,92.26
23,1.99,33,Alta,99.92
23,3.99,15,Baja,82.08
28,2.51,38,Baja,91.19
28,1.9,22,Baja,80.33
19,3.12,31,Media,82.94
18,2.49,5,Baja,81.07
20,2.44,39,Alta,82.76
18,2.22,20,Alta,66.86
23,4.07,5,Media,73.52
28,2.53,21,Alta,82.46
26,4.71,17,Baja,88.8
29,2.91,14,Media,88.77
22,2.53,21,Baja,76.32
25,3.7,34,Alta,91.99
20,3.6,28,Baja,64.68
27,2.37,37,Baja,97.81
21,3.08,39,Baja,84.66
19,3.13,6,Baja,82.59
21,4.04,39,Alta,83.85
26,3.65,24,Baja,60.79
26,3.03,28,Baja,85.26
19,2.75,19,Alta,62.54
25,2.19,34,Baja,97.91
19,1.79,35,Baja,83.06
25,3.04,7,Baja,84.02
19,2.71,8,Media,95.9
21,3.01,36,Alta,66.78
26,2.8,32,Media,87.33
21,3.06,28,Media,81.48
26,2.71,28,Alta,74.7
27,3.19,6,Media,93.38
26,3.34,15,Baja,97.62
21,3.87,14,Media,79.18
24,3.6,34,Alta,93.14
21,3.11,33,Media,77.92
19,4.26,5,Media,88.32
28,3.02,37,Media,85.33
19,4.75,31,Alta,77.78
27,3.79,16,Media,80.0
24,2.75,18,Baja,87.49
20,2.7,20,Media,88.03
20,3.23,13,Baja,95.38
29,2.44,14,Media,86.26
21,2.99,21,Baja,92.46
19,3.59,24,Baja,100.0
21,4.79,8,Alta,83.65
25,3.55,6,Media,84.82
19,2.69,11,Baja,72.82
23,1.57,14,Alta,73.66
29,3.77,6,Baja,83.92
29,2.75,26,Baja,77.09
25,1.1,36,Baja,78.15
18,2.79,35,Baja,83.7
29,2.15,9,Baja,86.81
26,1.52,8,Media,69.97
24,2.16,5,Baja,85.63
25,1.97,11,Media,97.86
29,2.64,21,Alta,95.33
24,2.45,29,Media,81.23
21,2.56,29,Alta,84.42
27,2.65,10,Alta,80.25
22,2.75,18,Baja,91.23
27,4.18,36,Media,76.85
29,1.65,31,Baja,88.39
24,3.78,32,Media,90.65
25,3.0,25,Media,88.36
24,3.84,34,Alta,100.0
18,3.08,34,Media,78.06
18,3.74,16,Baja,80.26
22,2.46,18,Media,74.1
29,3.1,23,Baja,72.78
20,3.38,7,Media,96.63
18,4.2,9,Media,100.0
20,3.28,35,Media,84.79
19,3.85,25,Media,89.71
28,3.59,8,Baja,77.5
23,1.62,6,Baja,79.1
24,5.0,16,Media,87.52
21,3.61,28,Media,91.93
26,2.02,25,Baja,67.92
26,3.09,26,Alta,100.0
24,2.97,38,Media,92.59
18,4.09,20,Media,95.34
21,2.5,35,Baja,94.93
26,3.58,14,Alta,74.46
23,2.49,32,Baja,84.49
27,1.68,6,Media,61.62
28,2.0,23,Alta,86.44
22,2.92,29,Alta,99.2
25,3.12,37,Media,89.74
23,2.9,31,Baja,82.59
25,4.3,9,Alta,68.92
25,3.98,34,Media,75.77
28,3.14,14,Media,74.17
20,3.76,8,Media,79.14
22,1.35,27,Baja,81.95
26,3.32,35,Media,86.52
29,3.33,33,Baja,95.99
28,3.58,38,Media,92.2
24,3.05,37,Media,73.55
25,3.23,16,Media,92.29
21,3.58,15,Media,85.46
18,2.97,33,Alta,92.72
25,2.2,15,Baja,71.1
22,2.16,35,Media,99.42
18,4.04,9,Media,92.97
19,3.83,15,Baja,94.1
18,2.25,31,Media,89.93
24,2.35,6,Media,71.16
20,2.79,35,Media,76.29
29,1.99,14,Media,72.7
18,1.33,11,Alta,77.83
21,2.73,20,Alta,86.82
24,3.02,28,Media,82.23
24,3.6,24,Media,100.0
28,2.63,7,Baja,88.25
23,3.42,33,Alta,83.96
19,3.16,22,Alta,91.08
22,2.21,18,Media,83.29
22,3.16,19,Media,52.06
29,4.47,24,Alta,86.32
23,3.78,7,Media,77.59
22,2.85,6,Media,90.53
24,2.09,6,Media,85.48
23,3.33,9,Baja,72.26
21,2.21,19,Media,100.0
18,1.26,26,Baja,90.25
25,3.27,24,Baja,82.52
26,3.89,12,Media,72.88
23,3.41,24,Baja,85.75
25,1.64,25,Baja,79.66
24,2.9,34,Baja,85.03
26,3.25,21,Baja,100.0
26,3.22,14,Alta,77.2
23,1.99,8,Media,84.43
26,1.39,21,Media,99.43
25,2.63,26,Media,83.77
25,3.4,10,Baja,87.31
24,3.06,11,Alta,94.0
20,2.26,32,Media,97.82
28,1.54,7,Baja,74.23
24,3.31,32,Baja,77.87
19,3.37,9,Media,66.61
24,3.18,10,Media,88.25
23,2.31,12,Alta,81.06
27,4.08,22,Baja,87.81
19,1.85,18,Alta,75.88
23,2.89,35,Baja,100.0
18,4.26,30,Media,75.01
26,1.74,7,Alta,91.12
19,3.85,28,Media,71.24
18,3.74,10,Alta,93.53
18,3.18,36,Media,73.95
23,2.87,15,Media,80.46
20,3.0,12,Media,74.98
29,3.26,33,Baja,87.53
29,1.58,39,Alta,71.8
22,3.04,18,Media,82.74
21,2.43,16,Alta,74.3
21,2.23,27,Alta,92.78
26,3.47,33,Alta,91.8
20,3.35,20,Baja,91.77
29,2.57,24,Baja,81.36
27,3.46,18,Baja,82.14
22,2.28,8,Baja,84.61
20,1.77,21,Alta,79.14
21,2.9,30,Alta,100.0
25,3.28,37,Alta,76.26
21,2.79,15,Baja,90.9
24,5.0,36,Baja,94.51
29,3.43,5,Media,61.3
29,3.32,31,Alta,74.55
22,2.53,26,Alta,75.94
18,2.74,33,Media,85.32
19,3.41,33,Media,77.21
25,3.46,36,Baja,98.8
23,2.68,30,Baja,87.41
25,2.32,36,Media,79.61
29,3.54,21,Media,64.87
23,4.58,10,Alta,100.0
23,3.5,37,Baja,74.71
28,3.59,6,Alta,82.92
23,3.75,17,Media,100.0
18,4.53,21,Media,82.69
20,2.52,25,Media,92.03
20,2.23,6,Baja,97.43
26,3.67,8,Alta,51.15
25,2.24,15,Alta,91.01
29,1.73,6,Baja,96.98
19,3.7,25,Alta,79.76
25,3.39,8,Baja,82.9
27,2.47,7,Alta,76.16
21,3.08,11,Baja,53.27
21,2.16,23,Media,98.87
22,3.73,31,Baja,77.39
23,2.57,9,Baja,77.44
18,2.93,19,Media,90.25
26,1.93,20,Media,90.69
27,3.58,10,Baja,70.27
25,4.17,14,Media,77.22
21,2.79,32,Baja,100.0
23,2.77,8,Baja,100.0
20,2.0,38,Alta,89.09
20,3.64,12,Media,100.0
22,2.81,24,Baja,88.38
19,2.9,14,Baja,83.42
29,3.79,30,Media,84.45
28,3.25,10,Media,84.48
27,4.06,29,Media,74.61
27,2.31,24,Media,88.42
22,2.76,33,Alta,90.7
27,3.48,20,Alta,86.92
29,2.47,14,Media,91.24
25,3.09,10,Alta,60.97
29,3.11,14,Baja,79.93
24,4.41,38,Baja,86.58
29,2.57,34,Baja,75.49
29,4.37,7,Alta,93.66
23,4.17,30,Baja,91.52
19,4.16,28,Media,81.03
22,3.77,22,Alta,95.72
26,4.56,39,Media,98.4
28,3.2,24,Media,97.75
24,2.01,9,Baja,100.0
18,2.91,12,Alta,73.99
29,1.5,34,Baja,82.55
29,3.24,20,Media,92.21
29,3.99,15,Baja,77.83
29,3.21,7,Alta,77.09
26,3.68,18,Baja,80.31
18,2.56,36,Alta,88.32
22,3.65,28,Media,79.33
27,2.57,26,Baja,78.98
21,2.14,36,Media,67.35
29,2.33,16,Baja,67.44
19,2.81,14,Baja,76.66
19,3.79,29,Alta,89.53
29,2.87,35,Baja,82.12
28,1.77,23,Media,76.36
26,1.22,13,Media,82.98
20,3.61,8,Media,96.54
19,2.37,25,Alta,94.5
28,3.15,11,Media,86.21
27,1.95,38,Media,93.39
22,1.87,39,Alta,100.0
28,2.38,39,Media,75.36
29,2.78,38,Baja,82.89
21,3.74,14,Alta,81.38
27,2.88,5,Media,86.07
21,2.23,25,Baja,71.18
25,3.15,28,Alta,98.65
29,2.94,24,Media,88.24
28,2.64,5,Alta,78.27
19,2.39,17,Media,62.76
19,2.42,12,Baja,90.44
24,2.5,27,Media,62.97
18,3.39,20,Baja,94.83
21,3.71,30,Media,91.33
26,2.0,38,Baja,79.39
25,2.65,6,Alta,74.67
18,4.48,8,Media,88.31
21,3.12,16,Baja,92.17
27,2.5,5,Alta,88.38
24,2.14,21,Baja,92.36
21,2.6,39,Alta,80.15
25,2.95,16,Media,94.1
21,2.98,31,Alta,87.32
24,1.48,11,Baja,84.71
27,3.07,12,Media,80.09
21,3.16,26,Media,79.57
19,2.98,9,Alta,82.18
18,2.56,21,Alta,85.94
21,2.03,15,Media,79.06
19,3.1,35,Baja,78.54
25,2.83,39,Alta,80.77
25,1.35,6,Media,100.0
28,3.72,15,Media,88.57
20,2.53,9,Baja,100.0
23,3.77,19,Alta,100.0
21,3.01,32,Media,81.72
25,3.86,13,Baja,84.6
23,3.08,39,Media,61.97
20,2.98,21,Media,90.77
24,2.99,15,Alta,85.66
19,3.93,39,Baja,94.06
28,1.94,34,Baja,98.59
20,3.72,7,Media,90.1
23,1.69,23,Alta,83.35
25,4.09,21,Baja,95.9
25,3.14,39,Alta,91.66
20,1.96,13,Media,97.89
21,3.08,21,Media,84.14
22,2.57,11,Media,100.0
18,3.36,12,Baja,89.15
18,1.51,17,Media,84.82
23,1.96,9,Media,90.22
22,4.29,11,Baja,76.19
18,2.65,18,Baja,77.17
18,3.07,16,Baja,70.18
27,3.79,27,Media,84.63
26,3.02,18,Alta,98.93
26,2.64,27,Media,84.13
19,3.56,31,Baja,92.33
24,2.87,28,Media,78.19
21,2.19,19,Alta,92.44
23,3.69,25,Media,80.33
24,4.21,15,Media,70.33
28,2.74,21,Media,77.43
28,1.36,15,Media,67.14
28,3.35,20,Alta,67.95
28,4.35,17,Media,69.71
26,2.59,35,Media,89.25
25,3.5,30,Media,93.74
23,2.78,11,Baja,82.52
27,2.37,9,Media,82.66
19,3.55,29,Media,100.0
23,1.93,12,Media,82.08
18,3.74,27,Baja,65.13
22,3.8,37,Media,100.0
27,3.44,17,Media,85.76
19,3.92,11,Baja,75.49
27,2.28,17,Alta,63.2
19,3.38,19,Media,100.0
19,3.7,37,Media,81.94
29,2.76,16,Alta,82.46
28,3.77,16,Alta,72.61
27,4.29,13,Media,89.07
28,3.22,13,Alta,83.81
22,4.24,6,Baja,100.0
26,2.53,28,Media,76.39
21,2.11,24,Media,91.25
19,1.31,32,Alta,67.53
25,1.97,20,Media,93.15
27,3.06,37,Alta,70.22
28,3.2,14,Baja,73.91
20,3.12,16,Alta,80.54
22,3.22,32,Media,79.25
24,3.43,37,Media,94.96
29,3.96,10,Media,86.96
18,3.07,29,Baja,84.43
27,3.1,22,Media,74.27
27,3.9,13,Alta,90.08
27,1.8,35,Baja,87.96
28,2.16,38,Baja,71.31
24,2.76,8,Alta,81.81
20,3.2,5,Baja,85.91
25,2.33,13,Media,100.0
25,4.18,16,Alta,89.29
19,2.82,26,Baja,87.82
27,2.0,15,Alta,94.33
22,1.82,32,Media,84.24
21,2.93,19,Baja,83.86
23,3.4,25,Media,88.08
22,2.67,10,Baja,100.0
24,2.72,20,Baja,97.02
28,2.61,6,Alta,88.24
19,3.24,8,Alta,74.13
19,3.86,13,Media,91.34
22,1.7,25,Media,74.43
22,4.16,30,Alta,75.63
26,3.55,5,Baja,87.84
24,2.94,20,Baja,67.19
22,3.81,15,Alta,91.65
27,1.56,38,Alta,100.0
21,2.64,17,Alta,77.15
28,2.51,7,Media,87.79
20,2.72,24,Media,92.06
23,3.59,33,Media,79.51
29,3.18,17,Media,72.99
19,1.77,20,Media,89.11
27,3.79,34,Alta,94.89
23,3.72,31,Media,86.77
25,1.62,5,Alta,94.32
20,2.86,25,Alta,89.71
19,4.61,6,Baja,90.07
26,2.31,9,Media,96.8
20,3.02,26,Media,77.51
29,2.28,23,Media,85.31
20,2.96,12,Media,91.88
24,2.61,7,Alta,80.31
21,1.87,11,Baja,82.62
21,2.89,11,Baja,72.64
29,2.44,20,Alta,88.46
22,1.87,36,Alta,81.43
26,1.93,37,Baja,93.1
19,3.07,16,Media,66.27
27,3.02,39,Alta,83.8
26,3.25,5,Media,77.83
26,1.97,20,Media,95.28
29,3.31,23,Alta,79.45
20,1.63,37,Alta,85.08
21,2.47,35,Alta,84.79
26,2.04,7,Media,76.28
29,3.97,33,Media,82.61
19,3.78,22,Baja,88.31
27,1.42,15,Media,97.34
18,2.37,31,Baja,87.19
23,3.78,14,Baja,88.21
19,4.13,23,Media,89.67
29,3.01,27,Media,77.06
26,2.63,18,Media,84.47
25,3.94,10,Alta,100.0
23,2.27,11,Media,80.81
26,2.31,9,Alta,83.27
22,3.99,7,Media,92.61
20,2.88,35,Media,79.34
18,3.54,14,Alta,96.19
26,2.29,15,Media,95.06
25,3.67,18,Media,77.28
29,3.76,33,Media,82.23
21,2.76,37,Baja,79.06
24,2.82,30,Alta,82.1
18,2.19,27,Media,83.54
28,1.96,28,Alta,73.11
25,3.54,28,Media,89.75
27,1.77,16,Media,79.38
18,1.82,23,Alta,88.87
22,2.83,30,Alta,77.75
25,2.32,19,Alta,100.0
22,2.65,19,Media,95.83
23,3.71,32,Media,71.59
24,0.58,31,Media,83.56
18,3.35,38,Alta,65.22
28,2.41,28,Media,76.68
29,3.15,32,Alta,75.64
28,3.03,25,Alta,73.77
28,5.0,5,Baja,96.7
27,3.55,36,Media,98.96
29,2.99,31,Baja,71.06
22,4.8,38,Alta,82.66
27,3.47,30,Baja,77.03
25,2.85,37,Media,77.41
