ID_Ventas,Fecha_de_Ventas,product_id,cantidad_vendida,actual_price,descuento_porcentaje,precio_descontado,total_ventas,ID_Cliente
5785,2023-07-30,1020,10,382.89,13.98,329.36,3293.62,3425
5786,2023-07-30,1018,7,794.15,9.28,720.45,5043.17,5606
5787,2023-07-30,1058,2,258.17,10.17,231.91,463.83,7014
5788,2023-07-30,1061,3,472.51,17.67,389.02,1167.05,2091
5789,2023-07-30,1056,3,168.71,16.9,140.2,420.59,2755
5790,2023-07-30,1006,3,987.11,14.94,839.64,2518.91,3440
5791,2023-07-30,1049,7,463.03,6.96,430.8,3015.62,536
5792,2023-07-30,1032,7,752.55,7.14,698.82,4891.73,3351
5793,2023-07-30,1065,4,50.35,22.6,38.97,155.88,308
5794,2023-07-30,1036,1,811.63,7.23,752.95,752.95,2988
5795,2023-07-30,1068,6,882.43,7.42,816.95,4901.72,6109
5796,2023-07-30,1060,1,896.25,13.66,773.82,773.82,464
5797,2023-07-30,1009,7,140.95,10.51,126.14,882.95,4355
5798,2023-07-31,1027,1,620.47,15.84,522.19,522.19,1592
5799,2023-07-31,1060,9,896.25,22.24,696.92,6272.32,8037
5800,2023-07-31,1031,7,184.08,24.05,139.81,978.66,6530
5801,2023-07-31,1015,9,571.42,6.73,532.96,4796.67,1928
5802,2023-07-31,1045,6,464.66,19.48,374.14,2244.87,5964
5803,2023-07-31,1047,9,364.95,20.9,288.68,2598.08,3915
5804,2023-07-31,1072,6,928.81,14.39,795.15,4770.93,4410
5805,2023-07-31,1012,7,980.62,14.79,835.59,5849.1,1211
5806,2023-07-31,1060,5,896.25,10.46,802.5,4012.51,6043
5807,2023-07-31,1030,7,180.64,5.19,171.26,1198.85,8010
5808,2023-07-31,1019,2,57.6,13.6,49.77,99.53,4847
5809,2023-07-31,1023,9,747.57,21.71,585.27,5267.45,6728
5810,2023-07-31,1002,6,180.65,7.38,167.32,1003.91,8095
5811,2023-07-31,1030,1,180.64,23.47,138.24,138.24,5540
5812,2023-07-31,1033,1,639.96,9.96,576.22,576.22,6484
5813,2023-07-31,1045,9,464.66,6.26,435.57,3920.15,2117
5814,2023-07-31,1026,8,602.31,23.02,463.66,3709.27,7918
5815,2023-07-31,1048,9,443.78,19.14,358.84,3229.56,1689
5816,2023-07-31,1009,6,140.95,18.2,115.3,691.78,7763
5817,2023-07-31,1067,9,865.32,18.22,707.66,6368.93,378
5818,2023-07-31,1002,7,180.65,22.34,140.29,982.05,2529
5819,2023-07-31,1041,1,709.21,18.33,579.21,579.21,1317
5820,2023-07-31,1025,4,571.65,6.99,531.69,2126.77,6087
5821,2023-07-31,1043,3,124.64,17.49,102.84,308.52,5635
5822,2023-07-31,1071,4,360.99,14.7,307.92,1231.7,4420
5823,2023-07-31,1022,1,535.63,17.22,443.39,443.39,5686
5824,2023-07-31,1067,1,865.32,18.9,701.77,701.77,4256
5825,2023-08-01,1030,4,180.64,21.72,141.4,565.62,751
5826,2023-08-01,1030,7,180.64,22.27,140.41,982.88,1113
5827,2023-08-01,1034,4,161.06,16.58,134.36,537.43,8282
5828,2023-08-01,1050,2,460.79,12.42,403.56,807.12,1732
5829,2023-08-01,1060,4,896.25,23.42,686.35,2745.39,3462
5830,2023-08-01,1004,5,548.03,10.95,488.02,2440.1,4952
5831,2023-08-01,1001,5,409.1,6.57,382.22,1911.11,1511
5832,2023-08-01,1015,9,571.42,20.96,451.65,4064.85,429
5833,2023-08-01,1001,2,409.1,10.11,367.74,735.48,1881
5834,2023-08-01,1071,6,360.99,24.85,271.28,1627.7,52
5835,2023-08-01,1006,9,987.11,10.22,886.23,7976.05,4334
5836,2023-08-01,1033,3,639.96,20.86,506.46,1519.39,7781
5837,2023-08-01,1014,7,197.14,7.86,181.64,1271.51,1980
5838,2023-08-01,1010,2,440.66,7.08,409.46,818.92,3657
5839,2023-08-01,1042,5,827.95,9.51,749.21,3746.06,4354
5840,2023-08-01,1030,1,180.64,24.04,137.21,137.21,853
5841,2023-08-01,1002,3,180.65,19.2,145.97,437.9,7269
5842,2023-08-01,1002,5,180.65,8.0,166.2,830.99,3109
5843,2023-08-01,1001,6,409.1,7.31,379.19,2275.17,1807
5844,2023-08-01,1030,6,180.64,10.63,161.44,968.63,3575
5845,2023-08-01,1014,6,197.14,10.51,176.42,1058.52,5022
5846,2023-08-01,1055,1,935.23,22.05,729.01,729.01,216
5847,2023-08-01,1051,3,759.47,12.48,664.69,1994.06,2231
5848,2023-08-01,1029,3,731.48,19.83,586.43,1759.28,113
5849,2023-08-01,1024,1,564.29,13.95,485.57,485.57,7332
5850,2023-08-01,1006,6,987.11,15.12,837.86,5027.15,7539
5851,2023-08-01,1024,10,564.29,8.72,515.08,5150.84,2941
5852,2023-08-01,1012,2,980.62,5.39,927.76,1855.53,5503
5853,2023-08-02,1042,1,827.95,14.31,709.47,709.47,2619
5854,2023-08-02,1015,8,571.42,11.54,505.48,4043.83,7829
5855,2023-08-02,1024,1,564.29,24.7,424.91,424.91,1817
5856,2023-08-02,1001,6,409.1,8.31,375.1,2250.62,4370
5857,2023-08-02,1061,10,472.51,6.85,440.14,4401.43,5446
5858,2023-08-02,1034,10,161.06,11.92,141.86,1418.62,6759
5859,2023-08-02,1019,7,57.6,11.23,51.13,357.92,3560
5860,2023-08-02,1040,10,322.23,15.62,271.9,2718.98,3330
5861,2023-08-02,1015,1,571.42,10.53,511.25,511.25,5116
5862,2023-08-02,1057,10,552.95,15.2,468.9,4689.02,3579
5863,2023-08-02,1060,3,896.25,10.04,806.27,2418.8,4815
5864,2023-08-02,1015,4,571.42,24.79,429.76,1719.06,2024
5865,2023-08-02,1048,9,443.78,14.17,380.9,3428.07,8216
5866,2023-08-02,1018,7,794.15,19.03,643.02,4501.16,5225
5867,2023-08-02,1025,5,571.65,20.29,455.66,2278.31,7730
5868,2023-08-02,1045,6,464.66,24.17,352.35,2114.11,332
5869,2023-08-02,1059,7,840.59,14.35,719.97,5039.76,7485
5870,2023-08-02,1036,7,811.63,19.17,656.04,4592.28,8260
5871,2023-08-02,1028,8,101.95,5.4,96.44,771.56,2407
5872,2023-08-02,1046,10,691.1,16.53,576.86,5768.61,749
5873,2023-08-02,1060,9,896.25,19.81,718.7,6468.33,879
5874,2023-08-02,1006,3,987.11,20.72,782.58,2347.74,4923
5875,2023-08-02,1013,6,456.05,5.09,432.84,2597.02,4240
5876,2023-08-02,1002,7,180.65,17.43,149.16,1044.14,4747
5877,2023-08-02,1049,7,463.03,19.37,373.34,2613.39,6370
5878,2023-08-02,1070,6,594.21,21.88,464.2,2785.18,3628
5879,2023-08-02,1026,2,602.31,16.76,501.36,1002.73,7765
5880,2023-08-03,1020,7,382.89,14.9,325.84,2280.88,343
5881,2023-08-03,1026,6,602.31,7.5,557.14,3342.82,1507
5882,2023-08-03,1011,10,621.19,13.0,540.44,5404.35,5589
5883,2023-08-03,1010,6,440.66,18.36,359.75,2158.53,3450
5884,2023-08-03,1040,3,322.23,22.62,249.34,748.02,6950
5885,2023-08-03,1056,4,168.71,6.22,158.22,632.86,8262
5886,2023-08-03,1048,4,443.78,5.27,420.39,1681.57,6068
5887,2023-08-03,1028,6,101.95,20.07,81.49,488.93,4787
5888,2023-08-03,1021,2,393.65,11.31,349.13,698.26,3161
5889,2023-08-03,1015,9,571.42,10.28,512.68,4614.1,7739
5890,2023-08-03,1027,3,620.47,17.54,511.64,1534.92,2821
5891,2023-08-03,1072,7,928.81,16.58,774.81,5423.69,4278
5892,2023-08-03,1065,6,50.35,16.26,42.16,252.98,7634
5893,2023-08-03,1061,5,472.51,18.18,386.61,1933.04,3654
5894,2023-08-03,1040,9,322.23,20.26,256.95,2312.52,6325
5895,2023-08-03,1048,7,443.78,14.3,380.32,2662.24,7577
5896,2023-08-03,1037,8,561.23,7.23,520.65,4165.22,6318
5897,2023-08-03,1033,10,639.96,21.52,502.24,5022.41,6218
5898,2023-08-03,1016,6,381.88,17.81,313.87,1883.2,5186
5899,2023-08-03,1038,1,537.23,22.39,416.94,416.94,4299
5900,2023-08-03,1039,4,690.52,17.89,566.99,2267.94,6447
5901,2023-08-03,1023,2,747.57,6.97,695.46,1390.93,4583
5902,2023-08-03,1058,7,258.17,7.34,239.22,1674.54,727
5903,2023-08-03,1048,10,443.78,8.66,405.35,4053.49,3171
5904,2023-08-03,1037,5,561.23,12.67,490.12,2450.61,6142
5905,2023-08-03,1063,5,98.48,11.47,87.18,435.92,1438
5906,2023-08-03,1061,9,472.51,16.21,395.92,3563.25,4706
5907,2023-08-03,1021,4,393.65,6.34,368.69,1474.77,4438
5908,2023-08-04,1050,3,460.79,22.17,358.63,1075.9,303
5909,2023-08-04,1035,1,905.13,13.46,783.3,783.3,4029
5910,2023-08-04,1024,5,564.29,22.56,436.99,2184.93,383
5911,2023-08-04,1029,3,731.48,19.7,587.38,1762.14,3167
5912,2023-08-04,1054,6,272.56,20.75,216.0,1296.02,6224
5913,2023-08-04,1072,8,928.81,8.96,845.59,6764.71,2207
5914,2023-08-04,1052,2,388.58,20.25,309.89,619.79,2539
5915,2023-08-04,1020,1,382.89,18.74,311.14,311.14,3892
5916,2023-08-04,1019,4,57.6,23.44,44.1,176.39,6215
5917,2023-08-04,1042,9,827.95,17.38,684.05,6156.47,7474
5918,2023-08-04,1006,4,987.11,22.65,763.53,3054.12,5465
5919,2023-08-04,1039,4,690.52,20.71,547.51,2190.05,2188
5920,2023-08-04,1029,5,731.48,23.5,559.58,2797.91,4248
5921,2023-08-04,1034,2,161.06,11.69,142.23,284.46,1643
5922,2023-08-04,1046,2,691.1,15.85,581.56,1163.12,814
5923,2023-08-04,1069,2,405.92,10.22,364.43,728.87,2930
5924,2023-08-04,1038,7,537.23,21.99,419.09,2933.65,7772
5925,2023-08-04,1035,10,905.13,8.87,824.84,8248.45,4582
5926,2023-08-04,1061,7,472.51,16.11,396.39,2774.72,2631
5927,2023-08-04,1036,9,811.63,18.81,658.96,5930.66,2586
5928,2023-08-04,1049,10,463.03,24.68,348.75,3487.54,1632
5929,2023-08-04,1033,9,639.96,8.57,585.12,5266.04,7167
5930,2023-08-04,1042,2,827.95,5.58,781.75,1563.5,2165
5931,2023-08-04,1016,4,381.88,20.58,303.29,1213.16,2513
5932,2023-08-04,1011,7,621.19,24.32,470.12,3290.82,4975
5933,2023-08-04,1047,4,364.95,18.62,297.0,1187.99,2970
5934,2023-08-04,1024,2,564.29,16.55,470.9,941.8,3492
5935,2023-08-05,1003,3,869.53,9.36,788.14,2364.43,2307
5936,2023-08-05,1050,6,460.79,19.24,372.13,2232.8,7437
5937,2023-08-05,1028,4,101.95,7.53,94.27,377.09,185
5938,2023-08-05,1065,4,50.35,23.57,38.48,153.93,4878
5939,2023-08-05,1029,7,731.48,22.91,563.9,3947.29,3236
5940,2023-08-05,1043,9,124.64,6.89,116.05,1044.47,6630
5941,2023-08-05,1036,7,811.63,13.47,702.3,4916.12,5413
5942,2023-08-05,1011,9,621.19,7.34,575.59,5180.35,4699
5943,2023-08-05,1012,6,980.62,21.01,774.59,4647.55,3622
5944,2023-08-05,1015,1,571.42,11.32,506.74,506.74,7558
5945,2023-08-05,1015,5,571.42,23.7,435.99,2179.97,3166
5946,2023-08-05,1030,4,180.64,10.95,160.86,643.44,5687
5947,2023-08-05,1053,2,904.23,6.24,847.81,1695.61,3726
5948,2023-08-05,1067,10,865.32,10.17,777.32,7773.17,4884
5949,2023-08-05,1029,4,731.48,13.75,630.9,2523.61,5618
5950,2023-08-05,1056,7,168.71,12.74,147.22,1030.51,6043
5951,2023-08-05,1005,5,217.83,22.14,169.6,848.01,2722
5952,2023-08-05,1053,8,904.23,8.67,825.83,6606.67,445
5953,2023-08-05,1070,2,594.21,13.55,513.69,1027.39,7798
5954,2023-08-05,1012,3,980.62,17.84,805.68,2417.03,1366
5955,2023-08-05,1047,6,364.95,19.12,295.17,1771.03,7035
5956,2023-08-05,1035,3,905.13,18.3,739.49,2218.47,8210
5957,2023-08-05,1022,5,535.63,23.06,412.11,2060.57,713
5958,2023-08-05,1054,6,272.56,19.71,218.84,1313.03,637
5959,2023-08-05,1069,10,405.92,5.69,382.82,3828.23,6805
5960,2023-08-05,1071,4,360.99,19.59,290.27,1161.09,5291
5961,2023-08-05,1030,6,180.64,14.82,153.87,923.21,1332
5962,2023-08-06,1024,2,564.29,17.89,463.34,926.68,115
5963,2023-08-06,1044,2,160.64,9.81,144.88,289.76,5056
5964,2023-08-06,1006,9,987.11,18.56,803.9,7235.12,1455
5965,2023-08-06,1042,5,827.95,14.24,710.05,3550.25,4476
5966,2023-08-06,1061,8,472.51,16.76,393.32,3146.54,3273
5967,2023-08-06,1034,4,161.06,10.54,144.08,576.34,6954
5968,2023-08-06,1065,3,50.35,6.63,47.01,141.04,1327
5969,2023-08-06,1037,3,561.23,22.79,433.33,1299.98,5699
5970,2023-08-06,1025,8,571.65,8.31,524.15,4193.17,7062
5971,2023-08-06,1039,10,690.52,19.9,553.11,5531.07,8065
5972,2023-08-06,1020,10,382.89,11.82,337.63,3376.32,1894
5973,2023-08-06,1049,9,463.03,6.91,431.03,3879.31,4277
5974,2023-08-06,1056,4,168.71,14.19,144.77,579.08,2417
5975,2023-08-06,1070,6,594.21,7.14,551.78,3310.7,7804
5976,2023-08-06,1040,2,322.23,12.38,282.34,564.68,2384
5977,2023-08-06,1062,9,401.49,22.3,311.96,2807.62,6817
5978,2023-08-06,1041,7,709.21,6.2,665.24,4656.67,2735
5979,2023-08-06,1009,7,140.95,5.46,133.25,932.78,3261
5980,2023-08-06,1042,9,827.95,9.66,747.97,6731.73,1824
5981,2023-08-06,1041,3,709.21,14.48,606.52,1819.55,3785
5982,2023-08-06,1026,8,602.31,15.51,508.89,4071.13,5466
5983,2023-08-06,1042,7,827.95,20.71,656.48,4595.37,2500
5984,2023-08-06,1017,8,638.97,6.78,595.65,4765.18,4242
5985,2023-08-06,1062,5,401.49,24.57,302.84,1514.22,6712
5986,2023-08-06,1039,5,690.52,11.61,610.35,3051.75,2173
5987,2023-08-06,1010,3,440.66,18.84,357.64,1072.92,7719
5988,2023-08-06,1030,8,180.64,11.78,159.36,1274.88,1155
5989,2023-08-06,1045,2,464.66,9.0,422.84,845.68,7499
5990,2023-08-07,1068,8,882.43,23.91,671.44,5371.53,2934
5991,2023-08-07,1012,6,980.62,8.18,900.41,5402.43,8306
5992,2023-08-07,1063,9,98.48,22.27,76.55,688.94,7347
5993,2023-08-07,1033,4,639.96,19.08,517.86,2071.42,5705
5994,2023-08-07,1016,7,381.88,9.35,346.17,2423.22,6352
5995,2023-08-07,1027,10,620.47,12.26,544.4,5444.0,356
5996,2023-08-07,1046,2,691.1,19.98,553.02,1106.04,5126
5997,2023-08-07,1020,2,382.89,17.82,314.66,629.32,1447
5998,2023-08-07,1039,3,690.52,18.88,560.15,1680.45,994
5999,2023-08-07,1042,7,827.95,23.36,634.54,4441.79,4160
6000,2023-08-07,1016,9,381.88,10.21,342.89,3086.01,1245
6001,2023-08-07,1021,6,393.65,7.49,364.17,2184.99,8304
6002,2023-08-07,1028,6,101.95,11.43,90.3,541.78,1129
6003,2023-08-07,1018,10,794.15,8.5,726.65,7266.47,5799
6004,2023-08-07,1039,7,690.52,18.16,565.12,3955.85,5883
6005,2023-08-07,1024,2,564.29,11.99,496.63,993.26,2271
6006,2023-08-07,1031,9,184.08,22.9,141.93,1277.33,4070
6007,2023-08-07,1028,3,101.95,23.77,77.72,233.15,5092
6008,2023-08-07,1010,6,440.66,24.6,332.26,1993.55,3058
6009,2023-08-07,1042,5,827.95,11.38,733.73,3668.65,7770
6010,2023-08-07,1041,7,709.21,20.7,562.4,3936.82,6311
6011,2023-08-07,1001,10,409.1,7.94,376.62,3766.17,1878
6012,2023-08-07,1050,10,460.79,8.03,423.79,4237.89,224
6013,2023-08-07,1030,10,180.64,21.8,141.26,1412.6,3084
6014,2023-08-07,1043,4,124.64,14.37,106.73,426.92,7003
6015,2023-08-07,1036,3,811.63,13.72,700.27,2100.82,5700
6016,2023-08-07,1029,9,731.48,18.88,593.38,5340.39,4039
6017,2023-08-08,1052,6,388.58,8.94,353.84,2123.05,2343
6018,2023-08-08,1064,8,483.58,15.27,409.74,3277.9,6596
6019,2023-08-08,1035,8,905.13,22.1,705.1,5640.77,6950
6020,2023-08-08,1071,2,360.99,14.53,308.54,617.08,5296
6021,2023-08-08,1037,5,561.23,5.91,528.06,2640.31,7283
6022,2023-08-08,1046,1,691.1,8.6,631.67,631.67,7705
6023,2023-08-08,1061,3,472.51,20.17,377.2,1131.61,6342
6024,2023-08-08,1062,6,401.49,9.66,362.71,2176.24,3201
6025,2023-08-08,1065,4,50.35,5.16,47.75,191.01,5156
6026,2023-08-08,1016,10,381.88,8.86,348.05,3480.45,733
6027,2023-08-08,1037,3,561.23,17.67,462.06,1386.18,3509
6028,2023-08-08,1054,8,272.56,7.17,253.02,2024.14,5833
6029,2023-08-08,1007,2,355.35,19.53,285.95,571.9,1039
6030,2023-08-08,1037,1,561.23,6.55,524.47,524.47,134
6031,2023-08-08,1037,6,561.23,17.61,462.4,2774.38,2888
6032,2023-08-08,1040,5,322.23,6.91,299.96,1499.82,4524
6033,2023-08-08,1048,10,443.78,5.99,417.2,4171.98,7470
6034,2023-08-08,1008,1,606.49,7.07,563.61,563.61,4328
6035,2023-08-08,1018,10,794.15,23.59,606.81,6068.1,8125
6036,2023-08-08,1029,9,731.48,13.22,634.78,5713.01,1680
6037,2023-08-08,1012,6,980.62,14.32,840.2,5041.17,865
6038,2023-08-08,1019,4,57.6,18.52,46.93,187.73,4943
6039,2023-08-08,1051,9,759.47,23.18,583.42,5250.82,3159
6040,2023-08-08,1044,8,160.64,17.03,133.28,1066.26,1446
6041,2023-08-08,1005,9,217.83,5.18,206.55,1858.92,846
6042,2023-08-08,1063,5,98.48,23.51,75.33,376.64,4276
6043,2023-08-08,1062,8,401.49,11.15,356.72,2853.79,3036
6044,2023-08-08,1064,2,483.58,6.34,452.92,905.84,2516
6045,2023-08-09,1040,10,322.23,24.14,244.44,2444.44,5812
6046,2023-08-09,1060,1,896.25,9.17,814.06,814.06,7708
6047,2023-08-09,1024,8,564.29,18.37,460.63,3685.04,5086
6048,2023-08-09,1043,6,124.64,19.48,100.36,602.16,19
6049,2023-08-09,1064,3,483.58,22.33,375.6,1126.79,1307
6050,2023-08-09,1028,9,101.95,17.49,84.12,757.07,6697
6051,2023-08-09,1032,3,752.55,25.0,564.41,1693.24,8067
6052,2023-08-09,1058,10,258.17,23.1,198.53,1985.33,4923
6053,2023-08-09,1027,4,620.47,7.49,574.0,2295.99,3629
6054,2023-08-09,1065,9,50.35,15.69,42.45,382.05,2818
6055,2023-08-09,1072,5,928.81,22.16,722.99,3614.93,2502
6056,2023-08-09,1038,6,537.23,12.19,471.74,2830.45,7032
6057,2023-08-09,1049,4,463.03,22.95,356.76,1427.06,4372
6058,2023-08-09,1001,3,409.1,10.45,366.35,1099.05,4795
6059,2023-08-09,1019,6,57.6,15.63,48.6,291.58,2209
6060,2023-08-09,1067,5,865.32,21.06,683.08,3415.42,3832
6061,2023-08-09,1016,2,381.88,20.23,304.63,609.25,2770
6062,2023-08-09,1011,7,621.19,7.69,573.42,4013.94,6017
6063,2023-08-09,1007,5,355.35,15.24,301.19,1505.97,6024
6064,2023-08-09,1042,8,827.95,9.39,750.21,6001.64,3837
6065,2023-08-09,1066,1,571.29,12.84,497.94,497.94,7789
6066,2023-08-09,1071,9,360.99,21.63,282.91,2546.17,3047
6067,2023-08-09,1047,9,364.95,14.11,313.46,2821.1,7009
6068,2023-08-09,1048,8,443.78,18.34,362.39,2899.13,8137
6069,2023-08-09,1037,8,561.23,8.59,513.02,4104.16,1117
6070,2023-08-09,1026,6,602.31,23.74,459.32,2755.93,1942
6071,2023-08-09,1040,8,322.23,21.51,252.92,2023.35,7611
6072,2023-08-10,1039,5,690.52,5.62,651.71,3258.56,1805
6073,2023-08-10,1063,9,98.48,5.77,92.8,835.18,3601
6074,2023-08-10,1063,9,98.48,18.31,80.45,724.03,1476
6075,2023-08-10,1060,1,896.25,13.94,771.31,771.31,8083
6076,2023-08-10,1027,9,620.47,17.42,512.38,4611.46,8181
6077,2023-08-10,1070,1,594.21,17.45,490.52,490.52,1665
6078,2023-08-10,1028,6,101.95,8.97,92.81,556.83,2962
6079,2023-08-10,1023,1,747.57,20.79,592.15,592.15,7746
6080,2023-08-10,1034,6,161.06,20.07,128.74,772.41,85
6081,2023-08-10,1035,8,905.13,19.44,729.17,5833.38,5246
6082,2023-08-10,1049,5,463.03,10.05,416.5,2082.48,6585
6083,2023-08-10,1060,4,896.25,11.63,792.02,3168.06,6142
6084,2023-08-10,1048,4,443.78,15.78,373.75,1495.01,5995
6085,2023-08-10,1040,6,322.23,9.58,291.36,1748.16,1305
6086,2023-08-10,1060,10,896.25,17.76,737.08,7370.76,2434
6087,2023-08-10,1023,1,747.57,24.83,561.95,561.95,3760
6088,2023-08-10,1059,8,840.59,19.48,676.84,5414.74,6799
6089,2023-08-10,1003,7,869.53,18.82,705.88,4941.19,5860
6090,2023-08-10,1059,1,840.59,9.72,758.88,758.88,2294
6091,2023-08-10,1016,5,381.88,24.12,289.77,1448.85,4518
6092,2023-08-10,1036,3,811.63,8.97,738.83,2216.48,2731
6093,2023-08-10,1052,10,388.58,9.3,352.44,3524.42,8246
6094,2023-08-10,1008,1,606.49,10.08,545.36,545.36,7916
6095,2023-08-10,1027,3,620.47,17.22,513.63,1540.88,7653
6096,2023-08-10,1014,9,197.14,6.66,184.01,1656.09,6144
6097,2023-08-10,1010,7,440.66,15.93,370.46,2593.24,186
6098,2023-08-10,1008,5,606.49,20.69,481.01,2405.04,3860
6099,2023-08-10,1068,3,882.43,19.3,712.12,2136.36,4607
6100,2023-08-11,1002,10,180.65,11.8,159.33,1593.33,1323
6101,2023-08-11,1047,1,364.95,12.24,320.28,320.28,3290
6102,2023-08-11,1028,1,101.95,14.92,86.74,86.74,3577
6103,2023-08-11,1009,2,140.95,20.5,112.06,224.11,1497
6104,2023-08-11,1035,2,905.13,10.7,808.28,1616.56,795
6105,2023-08-11,1056,2,168.71,20.42,134.26,268.52,7102
6106,2023-08-11,1020,1,382.89,21.76,299.57,299.57,1765
6107,2023-08-11,1061,9,472.51,9.95,425.5,3829.46,649
6108,2023-08-11,1046,1,691.1,16.26,578.73,578.73,3914
6109,2023-08-11,1026,3,602.31,20.24,480.4,1441.21,5822
6110,2023-08-11,1062,10,401.49,16.13,336.73,3367.3,2870
6111,2023-08-11,1055,3,935.23,5.37,885.01,2655.02,4342
6112,2023-08-11,1056,7,168.71,23.73,128.68,900.73,1902
6113,2023-08-11,1047,9,364.95,16.57,304.48,2740.3,5800
6114,2023-08-11,1060,3,896.25,5.79,844.36,2533.07,4285
6115,2023-08-11,1066,1,571.29,16.96,474.4,474.4,3266
6116,2023-08-11,1022,8,535.63,14.12,460.0,3679.99,2087
6117,2023-08-11,1023,6,747.57,17.21,618.91,3713.48,4760
6118,2023-08-11,1062,1,401.49,11.43,355.6,355.6,3405
6119,2023-08-11,1012,3,980.62,19.03,794.01,2382.02,4472
6120,2023-08-11,1012,3,980.62,23.12,753.9,2261.7,7375
6121,2023-08-11,1005,7,217.83,10.82,194.26,1359.83,3136
6122,2023-08-11,1052,5,388.58,5.14,368.61,1843.03,2474
6123,2023-08-11,1054,9,272.56,22.75,210.55,1894.97,2929
6124,2023-08-11,1022,1,535.63,20.72,424.65,424.65,90
6125,2023-08-11,1062,8,401.49,11.68,354.6,2836.77,4633
6126,2023-08-11,1041,8,709.21,20.22,565.81,4526.46,2375
6127,2023-08-12,1030,8,180.64,11.8,159.32,1274.6,1569
6128,2023-08-12,1072,9,928.81,17.63,765.06,6885.55,2863
6129,2023-08-12,1041,5,709.21,5.79,668.15,3340.73,7761
6130,2023-08-12,1064,3,483.58,24.22,366.46,1099.37,2570
6131,2023-08-12,1013,4,456.05,11.45,403.83,1615.33,2087
6132,2023-08-12,1016,6,381.88,21.2,300.92,1805.53,5315
6133,2023-08-12,1017,5,638.97,9.05,581.14,2905.72,1880
6134,2023-08-12,1062,6,401.49,11.87,353.83,2123.0,2856
6135,2023-08-12,1022,3,535.63,24.3,405.47,1216.42,3652
6136,2023-08-12,1041,4,709.21,10.0,638.29,2553.16,5701
6137,2023-08-12,1024,2,564.29,19.73,452.96,905.91,3365
6138,2023-08-12,1035,9,905.13,7.52,837.06,7533.58,6762
6139,2023-08-12,1049,9,463.03,24.21,350.93,3158.37,4400
6140,2023-08-12,1067,2,865.32,10.61,773.51,1547.02,6571
6141,2023-08-12,1036,9,811.63,19.0,657.42,5916.78,7929
6142,2023-08-12,1052,1,388.58,8.97,353.72,353.72,7691
6143,2023-08-12,1011,5,621.19,19.84,497.95,2489.73,293
6144,2023-08-12,1055,3,935.23,16.81,778.02,2334.05,5833
6145,2023-08-12,1066,1,571.29,6.81,532.39,532.39,1861
6146,2023-08-12,1053,7,904.23,10.16,812.36,5686.52,5000
6147,2023-08-12,1028,3,101.95,9.33,92.44,277.31,4439
6148,2023-08-12,1036,2,811.63,6.5,758.87,1517.75,5238
6149,2023-08-12,1038,2,537.23,9.21,487.75,975.5,6041
6150,2023-08-12,1041,3,709.21,6.4,663.82,1991.46,5563
6151,2023-08-12,1045,8,464.66,14.81,395.84,3166.75,1038
6152,2023-08-12,1018,3,794.15,10.74,708.86,2126.57,3720
6153,2023-08-12,1054,8,272.56,12.16,239.42,1915.33,6558
6154,2023-08-12,1042,5,827.95,21.14,652.92,3264.61,4171
6155,2023-08-13,1044,2,160.64,11.53,142.12,284.24,6356
6156,2023-08-13,1036,7,811.63,8.34,743.94,5207.58,515
6157,2023-08-13,1025,8,571.65,23.23,438.86,3510.85,35
6158,2023-08-13,1040,2,322.23,19.75,258.59,517.18,7293
6159,2023-08-13,1025,2,571.65,23.57,436.91,873.82,960
6160,2023-08-13,1021,4,393.65,20.24,313.98,1255.9,405
6161,2023-08-13,1029,9,731.48,7.47,676.84,6091.55,713
6162,2023-08-13,1042,8,827.95,17.6,682.23,5457.85,4482
6163,2023-08-13,1011,6,621.19,16.24,520.31,3121.85,5233
6164,2023-08-13,1015,5,571.42,20.36,455.08,2275.39,7670
6165,2023-08-13,1017,2,638.97,14.85,544.08,1088.17,6693
6166,2023-08-13,1061,1,472.51,15.14,400.97,400.97,3098
6167,2023-08-13,1024,4,564.29,16.54,470.96,1883.83,2334
6168,2023-08-13,1070,6,594.21,16.81,494.32,2965.94,4903
6169,2023-08-13,1006,9,987.11,7.87,909.42,8184.82,7349
6170,2023-08-13,1006,1,987.11,15.21,836.97,836.97,5769
6171,2023-08-13,1025,10,571.65,11.89,503.68,5036.81,6418
6172,2023-08-13,1020,9,382.89,19.19,309.41,2784.72,2598
6173,2023-08-13,1019,9,57.6,9.07,52.38,471.38,1351
6174,2023-08-13,1035,2,905.13,21.37,711.7,1423.41,2182
6175,2023-08-13,1037,4,561.23,8.06,515.99,2063.98,5079
6176,2023-08-13,1051,10,759.47,6.07,713.37,7133.7,8111
6177,2023-08-13,1012,8,980.62,14.88,834.7,6677.63,2956
6178,2023-08-13,1029,4,731.48,10.85,652.11,2608.46,6827
6179,2023-08-13,1045,4,464.66,24.13,352.54,1410.15,1752
6180,2023-08-13,1029,5,731.48,6.4,684.67,3423.33,8318
6181,2023-08-13,1053,2,904.23,25.0,678.17,1356.34,7051
6182,2023-08-14,1030,2,180.64,12.8,157.52,315.04,2940
6183,2023-08-14,1045,1,464.66,20.74,368.29,368.29,870
6184,2023-08-14,1042,10,827.95,23.36,634.54,6345.41,248
6185,2023-08-14,1043,3,124.64,11.65,110.12,330.36,2423
6186,2023-08-14,1015,6,571.42,10.32,512.45,3074.7,2130
